transaction_id,date,period,region,channel,customer_segment,product_category,order_completed,revenue
1589,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,3232.55
11981,2026-05-10,pre_launch,West,Web,Returning Customer,Beauty,1,969.75
7562,2026-05-10,pre_launch,North,Android App,New Customer,Electronics,1,3699.85
8489,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1084.1
10453,2026-05-10,pre_launch,West,Android App,Returning Customer,Electronics,0,0.0
9935,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,1,791.05
5928,2026-05-10,pre_launch,West,Android App,New Customer,Fashion,0,0.0
4770,2026-05-10,pre_launch,North,Web,New Customer,Grocery,1,864.17
2270,2026-05-10,pre_launch,West,Android App,Returning Customer,Electronics,1,2744.84
13101,2026-05-10,pre_launch,West,Android App,Returning Customer,Beauty,1,1356.41
5976,2026-05-10,pre_launch,South,Web,New Customer,Fashion,0,0.0
12079,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,1,1133.24
2281,2026-05-10,pre_launch,East,Web,Returning Customer,Beauty,1,1236.5
5587,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,4534.28
13034,2026-05-10,pre_launch,West,Android App,New Customer,Beauty,1,766.58
1560,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,0,0.0
10895,2026-05-10,pre_launch,North,Web,New Customer,Beauty,1,1431.57
11683,2026-05-10,pre_launch,West,Android App,Returning Customer,Home,1,2886.13
6825,2026-05-10,pre_launch,West,Android App,New Customer,Fashion,1,1204.8
1105,2026-05-10,pre_launch,West,Web,Returning Customer,Beauty,1,1385.85
10103,2026-05-10,pre_launch,North,Web,New Customer,Fashion,1,1581.52
6872,2026-05-10,pre_launch,East,iOS App,New Customer,Electronics,1,3908.85
4660,2026-05-10,pre_launch,East,Web,Returning Customer,Electronics,1,3437.08
10467,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,4397.74
4566,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,0,0.0
6902,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,2537.83
1917,2026-05-10,pre_launch,South,Android App,New Customer,Home,1,1989.66
11968,2026-05-10,pre_launch,East,Web,New Customer,Grocery,1,859.41
10076,2026-05-10,pre_launch,South,Web,New Customer,Fashion,0,0.0
1192,2026-05-10,pre_launch,East,Web,Returning Customer,Home,1,1955.98
1941,2026-05-10,pre_launch,East,Android App,New Customer,Grocery,1,733.05
7904,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1317.18
6907,2026-05-10,pre_launch,West,Web,New Customer,Grocery,1,779.23
1951,2026-05-10,pre_launch,West,Web,New Customer,Fashion,1,1849.84
8746,2026-05-10,pre_launch,South,Web,New Customer,Grocery,1,655.09
12931,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,1,3196.16
8684,2026-05-10,pre_launch,East,Android App,New Customer,Electronics,0,0.0
7186,2026-05-10,pre_launch,North,Android App,Returning Customer,Grocery,1,824.44
466,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,3523.23
8691,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1364.72
10116,2026-05-10,pre_launch,West,Android App,Returning Customer,Grocery,1,940.31
10121,2026-05-10,pre_launch,West,iOS App,Returning Customer,Home,1,2183.36
13248,2026-05-10,pre_launch,West,Web,Returning Customer,Beauty,1,1050.26
10151,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1099.83
13244,2026-05-10,pre_launch,North,Web,New Customer,Electronics,0,0.0
4648,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,0,0.0
12968,2026-05-10,pre_launch,South,iOS App,Returning Customer,Electronics,1,3574.16
8273,2026-05-10,pre_launch,South,Web,Returning Customer,Beauty,1,1162.8
10473,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1546.61
11233,2026-05-10,pre_launch,North,Android App,New Customer,Home,1,2598.04
4614,2026-05-10,pre_launch,East,Android App,Returning Customer,Grocery,1,879.41
10483,2026-05-10,pre_launch,West,Android App,New Customer,Electronics,1,3698.43
7020,2026-05-10,pre_launch,East,iOS App,Returning Customer,Beauty,1,718.14
6893,2026-05-10,pre_launch,South,iOS App,New Customer,Fashion,0,0.0
8265,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,1,3676.93
1168,2026-05-10,pre_launch,North,Android App,Returning Customer,Home,0,0.0
8263,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,0,0.0
10484,2026-05-10,pre_launch,East,Web,Returning Customer,Fashion,1,1365.96
8692,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,0,0.0
1857,2026-05-10,pre_launch,South,Android App,New Customer,Electronics,1,2488.27
10126,2026-05-10,pre_launch,West,Web,Returning Customer,Grocery,1,788.56
4656,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,1,4847.24
7191,2026-05-10,pre_launch,West,Android App,Returning Customer,Electronics,1,4142.17
1826,2026-05-10,pre_launch,South,Web,New Customer,Electronics,1,3821.82
11584,2026-05-10,pre_launch,East,Web,Returning Customer,Beauty,1,809.55
10057,2026-05-10,pre_launch,West,Web,Returning Customer,Beauty,1,1171.16
5341,2026-05-10,pre_launch,North,iOS App,New Customer,Electronics,0,0.0
10016,2026-05-10,pre_launch,North,iOS App,New Customer,Fashion,1,1742.59
1201,2026-05-10,pre_launch,West,iOS App,New Customer,Fashion,1,1352.87
547,2026-05-10,pre_launch,South,Android App,Returning Customer,Grocery,1,789.06
8773,2026-05-10,pre_launch,North,Web,New Customer,Grocery,1,659.65
7542,2026-05-10,pre_launch,South,Web,Returning Customer,Beauty,1,1547.53
13256,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,4222.88
11551,2026-05-10,pre_launch,North,iOS App,Returning Customer,Home,1,2136.25
8782,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1660.43
4454,2026-05-10,pre_launch,West,Android App,Returning Customer,Beauty,1,1134.57
6844,2026-05-10,pre_launch,North,Android App,New Customer,Electronics,0,0.0
13124,2026-05-10,pre_launch,East,Android App,Returning Customer,Electronics,1,4270.12
12088,2026-05-10,pre_launch,North,Web,Returning Customer,Grocery,0,0.0
1669,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,1,948.26
8034,2026-05-10,pre_launch,South,iOS App,Returning Customer,Electronics,1,3377.44
1662,2026-05-10,pre_launch,East,iOS App,Returning Customer,Grocery,1,597.8
2099,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,1,595.41
5969,2026-05-10,pre_launch,South,iOS App,New Customer,Electronics,1,3002.86
10506,2026-05-10,pre_launch,South,Android App,Returning Customer,Beauty,1,555.44
6830,2026-05-10,pre_launch,East,Android App,Returning Customer,Home,1,2724.72
4436,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1138.69
13007,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,1,3321.73
12862,2026-05-10,pre_launch,North,iOS App,Returning Customer,Electronics,1,3451.28
2045,2026-05-10,pre_launch,North,Android App,New Customer,Grocery,1,1206.95
2043,2026-05-10,pre_launch,West,iOS App,Returning Customer,Beauty,1,1436.85
6226,2026-05-10,pre_launch,East,iOS App,Returning Customer,Beauty,1,1078.12
8510,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,0,0.0
4510,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1435.93
10209,2026-05-10,pre_launch,North,iOS App,Returning Customer,Beauty,1,1172.93
8252,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,1,709.54
12920,2026-05-10,pre_launch,East,iOS App,New Customer,Electronics,1,3438.46
7536,2026-05-10,pre_launch,West,Android App,Returning Customer,Electronics,0,0.0
5527,2026-05-10,pre_launch,West,Web,Returning Customer,Beauty,1,1329.24
7046,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,1,1194.38
2044,2026-05-10,pre_launch,North,iOS App,Returning Customer,Electronics,1,2365.28
6845,2026-05-10,pre_launch,West,iOS App,New Customer,Electronics,1,3963.35
2024,2026-05-10,pre_launch,South,Android App,New Customer,Fashion,1,1752.97
10026,2026-05-10,pre_launch,North,Web,New Customer,Fashion,1,1442.09
4486,2026-05-10,pre_launch,South,Android App,Returning Customer,Grocery,0,0.0
2036,2026-05-10,pre_launch,West,Android App,Returning Customer,Home,1,2058.6
4481,2026-05-10,pre_launch,South,iOS App,New Customer,Home,1,2318.03
10021,2026-05-10,pre_launch,North,Web,New Customer,Home,1,1971.63
1676,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,0,0.0
4480,2026-05-10,pre_launch,East,Android App,New Customer,Beauty,1,974.23
1120,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1217.85
1679,2026-05-10,pre_launch,East,Web,Returning Customer,Beauty,0,0.0
6154,2026-05-10,pre_launch,West,iOS App,Returning Customer,Fashion,0,0.0
10442,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,4152.56
4271,2026-05-10,pre_launch,North,Android App,Returning Customer,Beauty,1,1330.0
2677,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1412.26
9704,2026-05-10,pre_launch,South,Web,Returning Customer,Beauty,1,1074.08
5141,2026-05-10,pre_launch,North,Android App,Returning Customer,Home,0,0.0
5673,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,1,3505.33
1377,2026-05-10,pre_launch,West,Android App,New Customer,Grocery,0,0.0
2701,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,3116.53
1261,2026-05-10,pre_launch,West,iOS App,New Customer,Grocery,1,599.2
6686,2026-05-10,pre_launch,West,Web,New Customer,Grocery,1,648.27
7006,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1323.55
4975,2026-05-10,pre_launch,North,iOS App,Returning Customer,Beauty,1,1110.92
4021,2026-05-10,pre_launch,West,Web,New Customer,Electronics,1,3980.74
5987,2026-05-10,pre_launch,North,Android App,New Customer,Beauty,1,1473.81
5146,2026-05-10,pre_launch,North,Android App,Returning Customer,Grocery,1,663.38
12540,2026-05-10,pre_launch,South,Web,Returning Customer,Beauty,1,989.29
2728,2026-05-10,pre_launch,South,Android App,Returning Customer,Beauty,1,1067.65
1365,2026-05-10,pre_launch,North,Web,New Customer,Home,1,2106.7
6350,2026-05-10,pre_launch,East,Web,Returning Customer,Electronics,1,4299.52
7004,2026-05-10,pre_launch,North,Web,Returning Customer,Grocery,1,689.13
4013,2026-05-10,pre_launch,East,Web,Returning Customer,Beauty,1,1292.4
7798,2026-05-10,pre_launch,West,iOS App,Returning Customer,Beauty,1,1011.43
2720,2026-05-10,pre_launch,North,iOS App,New Customer,Electronics,0,0.0
12116,2026-05-10,pre_launch,South,Android App,New Customer,Electronics,0,0.0
2666,2026-05-10,pre_launch,South,Web,New Customer,Fashion,0,0.0
4072,2026-05-10,pre_launch,North,iOS App,Returning Customer,Electronics,0,0.0
7603,2026-05-10,pre_launch,North,Web,New Customer,Fashion,1,1116.38
8471,2026-05-10,pre_launch,South,Android App,Returning Customer,Fashion,1,1676.99
2623,2026-05-10,pre_launch,East,Web,New Customer,Beauty,1,940.89
1399,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,2326.44
2630,2026-05-10,pre_launch,East,Web,New Customer,Home,1,2301.07
8593,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,2693.5
11328,2026-05-10,pre_launch,South,iOS App,New Customer,Electronics,1,1925.44
6063,2026-05-10,pre_launch,South,Web,New Customer,Beauty,1,1205.18
5660,2026-05-10,pre_launch,South,Android App,New Customer,Fashion,1,1574.12
4886,2026-05-10,pre_launch,West,Web,New Customer,Grocery,1,849.89
8952,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1192.74
7256,2026-05-10,pre_launch,North,Android App,New Customer,Grocery,1,1062.45
8591,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1781.68
13144,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,3627.92
11087,2026-05-10,pre_launch,West,Web,Returning Customer,Grocery,1,715.02
8553,2026-05-10,pre_launch,East,Android App,New Customer,Fashion,1,1729.75
9721,2026-05-10,pre_launch,West,Web,Returning Customer,Fashion,1,1005.68
9718,2026-05-10,pre_launch,North,Web,New Customer,Home,1,1769.98
5298,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,0,0.0
7810,2026-05-10,pre_launch,North,iOS App,Returning Customer,Grocery,0,0.0
7471,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1651.96
10960,2026-05-10,pre_launch,North,Android App,New Customer,Grocery,1,900.98
2610,2026-05-10,pre_launch,North,Android App,Returning Customer,Fashion,1,1882.81
11668,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1123.47
4002,2026-05-10,pre_launch,South,Web,Returning Customer,Home,1,2736.78
2831,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1824.89
5896,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,4357.06
12553,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,1,4143.21
10677,2026-05-10,pre_launch,South,Web,New Customer,Fashion,1,1064.2
7631,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,2779.34
197,2026-05-10,pre_launch,North,Android App,Returning Customer,Fashion,1,1996.61
10588,2026-05-10,pre_launch,West,Android App,New Customer,Electronics,0,0.0
12067,2026-05-10,pre_launch,North,Android App,Returning Customer,Fashion,1,1439.67
2855,2026-05-10,pre_launch,East,iOS App,Returning Customer,Grocery,1,914.97
3955,2026-05-10,pre_launch,East,Android App,New Customer,Grocery,1,492.49
8447,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,3868.69
8053,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,0,0.0
6998,2026-05-10,pre_launch,East,Web,Returning Customer,Electronics,1,2682.94
7422,2026-05-10,pre_launch,East,iOS App,Returning Customer,Grocery,0,0.0
10411,2026-05-10,pre_launch,South,iOS App,Returning Customer,Home,1,2193.12
2887,2026-05-10,pre_launch,East,iOS App,Returning Customer,Electronics,1,4512.07
1290,2026-05-10,pre_launch,East,iOS App,New Customer,Home,0,0.0
10979,2026-05-10,pre_launch,West,Android App,New Customer,Beauty,1,1160.21
178,2026-05-10,pre_launch,South,Android App,New Customer,Fashion,1,979.73
3890,2026-05-10,pre_launch,South,Web,New Customer,Beauty,1,1257.02
5704,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,1,3292.62
8574,2026-05-10,pre_launch,South,Android App,New Customer,Fashion,1,1578.94
6665,2026-05-10,pre_launch,East,Android App,New Customer,Home,1,2407.1
6105,2026-05-10,pre_launch,East,Web,Returning Customer,Home,0,0.0
1267,2026-05-10,pre_launch,South,Android App,New Customer,Fashion,1,2155.48
11341,2026-05-10,pre_launch,South,Android App,New Customer,Grocery,1,923.83
6677,2026-05-10,pre_launch,South,iOS App,Returning Customer,Electronics,1,2558.33
9643,2026-05-10,pre_launch,East,Web,New Customer,Electronics,1,3820.75
1269,2026-05-10,pre_launch,North,iOS App,Returning Customer,Electronics,1,3862.69
222,2026-05-10,pre_launch,South,Android App,Returning Customer,Beauty,1,1165.01
13151,2026-05-10,pre_launch,North,Web,New Customer,Grocery,0,0.0
7462,2026-05-10,pre_launch,South,iOS App,New Customer,Beauty,1,1135.07
4918,2026-05-10,pre_launch,North,Web,New Customer,Grocery,1,687.93
12250,2026-05-10,pre_launch,North,iOS App,New Customer,Beauty,1,1369.74
5689,2026-05-10,pre_launch,North,Android App,Returning Customer,Home,0,0.0
6671,2026-05-10,pre_launch,North,iOS App,New Customer,Beauty,0,0.0
2802,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,1,3398.79
13287,2026-05-10,pre_launch,South,Android App,Returning Customer,Electronics,0,0.0
7336,2026-05-10,pre_launch,South,iOS App,New Customer,Fashion,1,1411.59
9621,2026-05-10,pre_launch,East,Android App,Returning Customer,Electronics,1,2955.79
7623,2026-05-10,pre_launch,North,iOS App,New Customer,Grocery,1,519.67
3962,2026-05-10,pre_launch,North,iOS App,Returning Customer,Home,1,2843.05
7953,2026-05-10,pre_launch,North,iOS App,New Customer,Beauty,1,1162.66
1319,2026-05-10,pre_launch,South,iOS App,Returning Customer,Home,1,1284.44
12345,2026-05-10,pre_launch,East,Android App,New Customer,Fashion,1,1684.24
11943,2026-05-10,pre_launch,West,Android App,New Customer,Electronics,1,4288.75
7010,2026-05-10,pre_launch,West,Web,New Customer,Fashion,1,1825.13
13108,2026-05-10,pre_launch,North,iOS App,New Customer,Grocery,1,697.96
2498,2026-05-10,pre_launch,South,iOS App,New Customer,Fashion,1,1714.66
9840,2026-05-10,pre_launch,South,iOS App,New Customer,Electronics,0,0.0
7250,2026-05-10,pre_launch,West,Android App,New Customer,Home,1,1839.67
13271,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1077.51
11308,2026-05-10,pre_launch,North,Android App,Returning Customer,Electronics,1,3066.86
2475,2026-05-10,pre_launch,North,Web,New Customer,Fashion,0,0.0
13053,2026-05-10,pre_launch,West,Android App,New Customer,Fashion,0,0.0
5619,2026-05-10,pre_launch,North,iOS App,Returning Customer,Beauty,1,1429.23
7235,2026-05-10,pre_launch,North,iOS App,Returning Customer,Electronics,0,0.0
309,2026-05-10,pre_launch,East,iOS App,New Customer,Beauty,1,1260.51
9798,2026-05-10,pre_launch,West,Web,Returning Customer,Grocery,1,884.7
1495,2026-05-10,pre_launch,East,iOS App,New Customer,Grocery,1,637.64
4186,2026-05-10,pre_launch,East,Android App,Returning Customer,Fashion,0,0.0
1497,2026-05-10,pre_launch,North,Web,Returning Customer,Grocery,0,0.0
1025,2026-05-10,pre_launch,East,iOS App,Returning Customer,Beauty,0,0.0
5123,2026-05-10,pre_launch,North,Android App,Returning Customer,Fashion,0,0.0
616,2026-05-10,pre_launch,West,iOS App,New Customer,Electronics,1,4307.14
8908,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,1,1685.22
12108,2026-05-10,pre_launch,West,Web,New Customer,Beauty,1,1299.4
12838,2026-05-10,pre_launch,North,Web,New Customer,Electronics,1,3868.27
10432,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,0,0.0
11204,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1632.47
8474,2026-05-10,pre_launch,North,Web,Returning Customer,Beauty,1,1232.86
1038,2026-05-10,pre_launch,South,Android App,New Customer,Beauty,1,1256.8
602,2026-05-10,pre_launch,East,Web,New Customer,Fashion,0,0.0
2420,2026-05-10,pre_launch,North,Web,New Customer,Fashion,1,1695.7
4836,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,1,1484.31
1465,2026-05-10,pre_launch,South,Web,New Customer,Grocery,1,997.81
6308,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,1,771.8
1491,2026-05-10,pre_launch,East,Android App,New Customer,Grocery,1,718.34
2441,2026-05-10,pre_launch,North,Web,New Customer,Electronics,0,0.0
8892,2026-05-10,pre_launch,East,Web,Returning Customer,Beauty,1,1048.5
6747,2026-05-10,pre_launch,South,iOS App,New Customer,Grocery,1,822.41
12501,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1254.87
1461,2026-05-10,pre_launch,South,Web,New Customer,Grocery,0,0.0
677,2026-05-10,pre_launch,East,Android App,Returning Customer,Electronics,0,0.0
11315,2026-05-10,pre_launch,South,Android App,Returning Customer,Fashion,1,1307.77
2438,2026-05-10,pre_launch,North,iOS App,New Customer,Fashion,0,0.0
6315,2026-05-10,pre_launch,South,Web,New Customer,Fashion,1,1321.89
6749,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1495.8
625,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1485.51
2511,2026-05-10,pre_launch,South,Web,New Customer,Beauty,0,0.0
2566,2026-05-10,pre_launch,North,Web,New Customer,Home,1,1709.06
1414,2026-05-10,pre_launch,South,Web,Returning Customer,Grocery,1,883.64
6715,2026-05-10,pre_launch,West,Web,Returning Customer,Fashion,1,1405.65
1008,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,0,0.0
4982,2026-05-10,pre_launch,South,Android App,New Customer,Home,1,1883.02
5104,2026-05-10,pre_launch,North,Web,Returning Customer,Grocery,0,0.0
4259,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,1,1336.67
9752,2026-05-10,pre_launch,West,iOS App,New Customer,Grocery,1,772.0
8938,2026-05-10,pre_launch,West,Web,New Customer,Beauty,1,1164.83
9859,2026-05-10,pre_launch,East,Web,New Customer,Fashion,1,1215.94
12334,2026-05-10,pre_launch,North,iOS App,Returning Customer,Fashion,1,1908.03
13043,2026-05-10,pre_launch,East,Android App,New Customer,Grocery,1,835.96
12001,2026-05-10,pre_launch,East,Web,Returning Customer,Electronics,1,3346.6
2581,2026-05-10,pre_launch,East,Android App,Returning Customer,Electronics,1,4108.54
2587,2026-05-10,pre_launch,South,Web,Returning Customer,Electronics,1,3338.73
5924,2026-05-10,pre_launch,West,Android App,Returning Customer,Beauty,1,1014.98
2357,2026-05-10,pre_launch,South,Web,Returning Customer,Fashion,1,1682.63
7984,2026-05-10,pre_launch,North,Android App,New Customer,Fashion,1,1680.75
11506,2026-05-10,pre_launch,West,Android App,New Customer,Beauty,1,1379.51
5395,2026-05-10,pre_launch,East,iOS App,Returning Customer,Home,1,2316.71
12817,2026-05-10,pre_launch,North,Web,Returning Customer,Fashion,1,1223.12
7934,2026-05-10,pre_launch,South,Web,New Customer,Home,1,2828.46
1426,2026-05-10,pre_launch,North,Web,Returning Customer,Electronics,1,3795.79
2535,2026-05-10,pre_launch,East,Web,Returning Customer,Electronics,1,3205.11
6152,2026-05-10,pre_launch,West,Android App,Returning Customer,Fashion,1,1628.63
10688,2026-05-10,pre_launch,West,Android App,New Customer,Fashion,1,1577.55
9769,2026-05-10,pre_launch,East,Web,New Customer,Grocery,1,707.04
4254,2026-05-10,pre_launch,West,Android App,Returning Customer,Beauty,1,1204.64
1430,2026-05-10,pre_launch,South,Web,New Customer,Grocery,1,964.35
4169,2026-05-10,pre_launch,South,iOS App,Returning Customer,Fashion,0,0.0
7477,2026-05-10,pre_launch,East,Web,New Customer,Home,1,3027.52
10751,2026-05-10,pre_launch,West,iOS App,Returning Customer,Beauty,0,0.0
12516,2026-05-10,pre_launch,North,Android App,Returning Customer,Fashion,1,1141.18
6131,2026-05-10,pre_launch,West,Web,Returning Customer,Electronics,1,3223.91
5426,2026-05-11,pre_launch,North,Android App,New Customer,Fashion,1,2282.05
6099,2026-05-11,pre_launch,South,Android App,New Customer,Home,1,1992.73
11672,2026-05-11,pre_launch,West,Android App,Returning Customer,Fashion,0,0.0
7967,2026-05-11,pre_launch,North,iOS App,Returning Customer,Fashion,1,1391.18
8563,2026-05-11,pre_launch,North,Android App,New Customer,Beauty,1,1500.51
5993,2026-05-11,pre_launch,South,Android App,New Customer,Fashion,1,1790.4
12243,2026-05-11,pre_launch,East,Web,Returning Customer,Electronics,1,3672.05
5962,2026-05-11,pre_launch,South,Web,Returning Customer,Fashion,1,1216.63
5474,2026-05-11,pre_launch,South,Android App,New Customer,Beauty,1,1798.76
11753,2026-05-11,pre_launch,North,iOS App,Returning Customer,Fashion,1,1233.29
6460,2026-05-11,pre_launch,South,Web,Returning Customer,Electronics,1,2865.26
3501,2026-05-11,pre_launch,East,Android App,New Customer,Beauty,0,0.0
7925,2026-05-11,pre_launch,North,Web,Returning Customer,Fashion,1,1218.42
3512,2026-05-11,pre_launch,West,Web,New Customer,Electronics,1,2622.73
8650,2026-05-11,pre_launch,South,Android App,New Customer,Home,1,1687.28
4791,2026-05-11,pre_launch,East,Web,Returning Customer,Home,1,2103.87
12103,2026-05-11,pre_launch,North,iOS App,Returning Customer,Grocery,1,693.9
5389,2026-05-11,pre_launch,South,Web,Returning Customer,Electronics,0,0.0
5390,2026-05-11,pre_launch,North,Web,New Customer,Electronics,1,3483.42
4879,2026-05-11,pre_launch,North,Android App,Returning Customer,Beauty,1,1160.12
4880,2026-05-11,pre_launch,West,Web,Returning Customer,Beauty,1,864.54
11758,2026-05-11,pre_launch,West,Web,New Customer,Fashion,1,1114.35
12104,2026-05-11,pre_launch,East,Web,Returning Customer,Grocery,1,836.0
5452,2026-05-11,pre_launch,South,Android App,New Customer,Fashion,1,1734.51
4983,2026-05-11,pre_launch,South,iOS App,Returning Customer,Fashion,0,0.0
5838,2026-05-11,pre_launch,East,Android App,Returning Customer,Grocery,1,972.63
11440,2026-05-11,pre_launch,North,Android App,Returning Customer,Electronics,1,3235.94
8589,2026-05-11,pre_launch,South,Web,New Customer,Beauty,1,1235.29
11796,2026-05-11,pre_launch,North,Web,Returning Customer,Beauty,1,1132.02
3572,2026-05-11,pre_launch,South,Android App,New Customer,Grocery,1,757.01
6167,2026-05-11,pre_launch,South,Web,Returning Customer,Electronics,1,4414.44
11717,2026-05-11,pre_launch,West,Web,Returning Customer,Grocery,1,625.92
3518,2026-05-11,pre_launch,North,Web,Returning Customer,Fashion,1,2015.06
8301,2026-05-11,pre_launch,North,Android App,Returning Customer,Electronics,1,3522.52
4667,2026-05-11,pre_launch,East,Android App,New Customer,Fashion,1,1713.68
4668,2026-05-11,pre_launch,West,iOS App,Returning Customer,Grocery,1,1185.29
4926,2026-05-11,pre_launch,South,Web,Returning Customer,Home,1,1946.63
8537,2026-05-11,pre_launch,North,Web,Returning Customer,Beauty,1,977.67
7742,2026-05-11,pre_launch,East,Web,Returning Customer,Grocery,1,1006.15
4663,2026-05-11,pre_launch,East,Android App,New Customer,Home,0,0.0
12391,2026-05-11,pre_launch,East,iOS App,Returning Customer,Electronics,1,3401.42
3576,2026-05-11,pre_launch,East,Android App,New Customer,Beauty,0,0.0
12372,2026-05-11,pre_launch,South,Web,Returning Customer,Beauty,1,1132.63
11585,2026-05-11,pre_launch,West,Android App,Returning Customer,Fashion,1,1436.9
12100,2026-05-11,pre_launch,North,Android App,New Customer,Grocery,1,825.72
6185,2026-05-11,pre_launch,South,Web,New Customer,Beauty,1,919.53
3574,2026-05-11,pre_launch,West,Web,New Customer,Electronics,1,4013.71
12105,2026-05-11,pre_launch,East,Android App,New Customer,Home,1,1990.36
12384,2026-05-11,pre_launch,South,iOS App,New Customer,Grocery,1,806.4
8434,2026-05-11,pre_launch,South,Web,Returning Customer,Beauty,0,0.0
8705,2026-05-11,pre_launch,North,Web,New Customer,Home,1,1778.57
8897,2026-05-11,pre_launch,North,Web,Returning Customer,Fashion,1,1388.3
7982,2026-05-11,pre_launch,North,iOS App,Returning Customer,Beauty,0,0.0
7989,2026-05-11,pre_launch,South,Web,Returning Customer,Grocery,0,0.0
8135,2026-05-11,pre_launch,West,Web,Returning Customer,Beauty,0,0.0
5625,2026-05-11,pre_launch,North,Android App,Returning Customer,Beauty,1,1045.37
8914,2026-05-11,pre_launch,North,Web,Returning Customer,Home,1,2095.84
12298,2026-05-11,pre_launch,North,Web,Returning Customer,Fashion,1,1105.98
12299,2026-05-11,pre_launch,North,Web,New Customer,Home,1,2318.67
12205,2026-05-11,pre_launch,North,Web,New Customer,Electronics,1,3522.54
5645,2026-05-11,pre_launch,East,Web,Returning Customer,Home,1,2680.15
4143,2026-05-11,pre_launch,West,Android App,New Customer,Beauty,1,1374.95
4141,2026-05-11,pre_launch,South,Android App,Returning Customer,Beauty,1,1122.41
12517,2026-05-11,pre_launch,West,Web,New Customer,Electronics,1,4623.61
4136,2026-05-11,pre_launch,West,Web,New Customer,Electronics,0,0.0
5911,2026-05-11,pre_launch,West,Web,New Customer,Electronics,1,3033.48
5752,2026-05-11,pre_launch,West,Web,Returning Customer,Fashion,1,1159.89
5913,2026-05-11,pre_launch,South,Web,New Customer,Fashion,1,1306.01
